x,y,label
577.0,4010.0,-1.0
663.0,4573.0,-1.0
669.0,4655.0,-1.0
116.0,1010.0,-1.0
306.0,2769.0,-1.0
121.0,1520.0,-1.0
560.0,4105.0,-1.0
912.0,6450.0,-1.0
103.0,778.0,-1.0
881.0,5647.0,-1.0
464.0,2892.0,-1.0
299.0,2372.0,-1.0
155.0,1098.0,-1.0
488.0,3536.0,-1.0
477.0,3425.0,-1.0
123.0,790.0,-1.0
848.0,5894.0,-1.0
59.0,819.0,-1.0
682.0,4727.0,-1.0
30.0,875.0,-1.0
177.0,2048.0,-1.0
492.0,3068.0,-1.0
255.0,2392.0,-1.0
300.0,1953.0,-1.0
624.0,4161.0,-1.0
851.0,5223.0,-1.0
460.0,3004.0,-1.0
754.0,5306.0,-1.0
524.0,3280.0,-1.0
653.0,4154.0,-1.0
722.0,4980.0,-1.0
407.0,3144.0,-1.0
594.0,3889.0,-1.0
625.0,3980.0,-1.0
110.0,713.0,-1.0
782.0,4935.0,-1.0
555.0,3493.0,-1.0
596.0,3775.0,-1.0
806.0,5539.0,-1.0
8.0,745.0,-1.0
92.0,1273.0,-1.0
669.0,4614.0,-1.0
866.0,5523.0,-1.0
971.0,5948.0,-1.0
330.0,2862.0,-1.0
502.0,3051.0,-1.0
283.0,2635.0,-1.0
505.0,3107.0,-1.0
624.0,4116.0,-1.0
226.0,1716.0,-1.0
969.0,6054.0,-1.0
943.0,6020.0,-1.0
896.0,6024.0,-1.0
776.0,4930.0,-1.0
604.0,4218.0,-1.0
504.0,3958.0,-1.0
644.0,4133.0,-1.0
46.0,506.0,-1.0
430.0,2795.0,-1.0
856.0,6013.0,-1.0
900.0,6361.0,-1.0
351.0,2554.0,-1.0
864.0,5871.0,-1.0
837.0,5833.0,-1.0
321.0,2391.0,-1.0
87.0,735.0,-1.0
352.0,2215.0,-1.0
370.0,2845.0,-1.0
276.0,2214.0,-1.0
968.0,6405.0,-1.0
583.0,3547.0,-1.0
235.0,1989.0,-1.0
246.0,1565.0,-1.0
157.0,1427.0,-1.0
918.0,6240.0,-1.0
194.0,1282.0,-1.0
575.0,3765.0,-1.0
0.0,595.0,-1.0
456.0,3472.0,-1.0
132.0,1668.0,-1.0
484.0,3274.0,-1.0
355.0,2651.0,-1.0
536.0,3540.0,-1.0
394.0,2657.0,-1.0
41.0,300.0,-1.0
675.0,4621.0,-1.0
803.0,5595.0,-1.0
84.0,1469.0,-1.0
248.0,1756.0,-1.0
853.0,5701.0,-1.0
972.0,6689.0,-1.0
934.0,5872.0,-1.0
934.0,5824.0,-1.0
121.0,1131.0,-1.0
380.0,2787.0,-1.0
783.0,5322.0,-1.0
56.0,908.0,-1.0
155.0,1704.0,-1.0
694.0,4446.0,-1.0
230.0,1602.0,-1.0
586.0,4400.0,-1.0
436.0,3055.0,-1.0
52.0,553.0,-1.0
464.0,3206.0,-1.0
557.0,3601.0,-1.0
615.0,4352.0,-1.0
790.0,5354.0,-1.0
341.0,2659.0,-1.0
573.0,4050.0,-1.0
246.0,1483.0,-1.0
52.0,1097.0,-1.0
493.0,3751.0,-1.0
804.0,5033.0,-1.0
386.0,2492.0,-1.0
698.0,4834.0,-1.0
838.0,5636.0,-1.0
474.0,3660.0,-1.0
792.0,5551.0,-1.0
77.0,1299.0,-1.0
824.0,5078.0,-1.0
358.0,2971.0,-1.0
861.0,6029.0,-1.0
236.0,1809.0,-1.0
711.0,4834.0,-1.0
331.0,2723.0,-1.0
265.0,2315.0,-1.0
979.0,5895.0,-1.0
56.0,531.0,-1.0
726.0,4452.0,-1.0
318.0,2498.0,-1.0
567.0,3944.0,-1.0
321.0,2301.0,-1.0
756.0,4711.0,-1.0
165.0,1227.0,-1.0
178.0,1475.0,-1.0
958.0,6642.0,-1.0
932.0,6391.0,-1.0
732.0,5308.0,-1.0
172.0,1798.0,-1.0
99.0,1555.0,-1.0
165.0,1427.0,-1.0
209.0,1767.0,-1.0
250.0,2486.0,-1.0
91.0,1080.0,-1.0
923.0,6084.0,-1.0
372.0,2857.0,-1.0
177.0,1980.0,-1.0
532.0,3548.0,-1.0
117.0,1178.0,-1.0
915.0,5854.0,-1.0
826.0,5139.0,-1.0
981.0,5890.0,-1.0
986.0,6827.0,-1.0
226.0,1395.0,-1.0
552.0,3372.0,-1.0
313.0,2802.0,-1.0
445.0,3596.0,-1.0
67.0,813.0,-1.0
733.0,5388.0,-1.0
483.0,3446.0,-1.0
813.0,5450.0,-1.0
518.0,3679.0,-1.0
836.0,5877.0,-1.0
280.0,2389.0,-1.0
990.0,6203.0,-1.0
799.0,5011.0,-1.0
138.0,1263.0,-1.0
733.0,4577.0,-1.0
350.0,2543.0,-1.0
150.0,1132.0,-1.0
103.0,1462.0,-1.0
403.0,2820.0,-1.0
91.0,1449.0,-1.0
916.0,6107.0,-1.0
441.0,3255.0,-1.0
614.0,3818.0,-1.0
373.0,2701.0,-1.0
449.0,3489.0,-1.0
334.0,2672.0,-1.0
226.0,2177.0,-1.0
215.0,2129.0,-1.0
171.0,1840.0,-1.0
262.0,1846.0,-1.0
884.0,5978.0,-1.0
440.0,2899.0,-1.0
149.0,1740.0,-1.0
687.0,4266.0,-1.0
37.0,1033.0,-1.0
215.0,1845.0,-1.0
784.0,5122.0,-1.0
665.0,4756.0,-1.0
932.0,6187.0,-1.0
115.0,1152.0,-1.0
728.0,4417.0,-1.0
840.0,5242.0,-1.0
793.0,4797.0,-1.0
773.0,4956.0,-1.0
117.0,912.0,-1.0
162.0,1419.0,-1.0
13.0,582.0,-1.0
566.0,4203.0,-1.0
375.0,2268.0,-1.0
674.0,4301.0,-1.0
241.0,1631.0,-1.0
958.0,6420.0,-1.0
773.0,4991.0,-1.0
758.0,5032.0,-1.0
345.0,2686.0,-1.0
754.0,4770.0,-1.0
300.0,1798.0,-1.0
325.0,2851.0,-1.0
125.0,1230.0,-1.0
162.0,1322.0,-1.0
93.0,1412.0,-1.0
759.0,4716.0,-1.0
713.0,4460.0,-1.0
613.0,4473.0,-1.0
146.0,1814.0,-1.0
442.0,3021.0,-1.0
836.0,5167.0,-1.0
759.0,4740.0,-1.0
755.0,5024.0,-1.0
433.0,2949.0,-1.0
983.0,6825.0,-1.0
110.0,1241.0,-1.0
596.0,4428.0,-1.0
984.0,6890.0,-1.0
364.0,3016.0,-1.0
71.0,729.0,-1.0
484.0,3619.0,-1.0
568.0,3467.0,-1.0
180.0,1152.0,-1.0
714.0,5046.0,-1.0
157.0,1631.0,-1.0
762.0,5273.0,-1.0
549.0,3867.0,-1.0
525.0,3164.0,-1.0
544.0,4171.0,-1.0
777.0,4949.0,-1.0
639.0,4802.0,-1.0
926.0,6182.0,-1.0
357.0,2981.0,-1.0
622.0,4693.0,-1.0
952.0,6333.0,-1.0
142.0,1451.0,-1.0
97.0,1290.0,-1.0
88.0,557.0,-1.0
824.0,4978.0,-1.0
409.0,2687.0,-1.0
859.0,6028.0,-1.0
891.0,5911.0,-1.0
251.0,2028.0,-1.0
749.0,5032.0,-1.0
997.0,6328.0,-1.0
662.0,4416.0,-1.0
359.0,2230.0,-1.0
853.0,5136.0,-1.0
122.0,930.0,-1.0
310.0,2431.0,-1.0
819.0,5447.0,-1.0
995.0,6551.0,-1.0
962.0,6711.0,-1.0
34.0,992.0,-1.0
870.0,5298.0,-1.0
922.0,6409.0,-1.0
151.0,1788.0,-1.0
995.0,6241.0,-1.0
834.0,5701.0,-1.0
693.0,5117.0,-1.0
854.0,5610.0,-1.0
544.0,3548.0,-1.0
826.0,5286.0,-1.0
278.0,1817.0,-1.0
526.0,3315.0,-1.0
584.0,4124.0,-1.0
70.0,1023.0,-1.0
645.0,3890.0,-1.0
546.0,3697.0,-1.0
171.0,1648.0,-1.0
684.0,4985.0,-1.0
857.0,5207.0,-1.0
977.0,6126.0,-1.0
426.0,2839.0,-1.0
99.0,674.0,-1.0
575.0,3744.0,-1.0
495.0,3096.0,-1.0
229.0,1675.0,-1.0
19.0,791.0,-1.0
554.0,3889.0,-1.0
238.0,2354.0,-1.0
349.0,2484.0,-1.0
114.0,817.0,-1.0
45.0,495.0,-1.0
826.0,5584.0,-1.0
594.0,3964.0,-1.0
221.0,1637.0,-1.0
764.0,4684.0,-1.0
239.0,1967.0,-1.0
763.0,5455.0,-1.0
205.0,1806.0,-1.0
939.0,6142.0,-1.0
382.0,3116.0,-1.0
692.0,4759.0,-1.0
728.0,5087.0,-1.0
689.0,4468.0,-1.0
368.0,2932.0,-1.0
914.0,5631.0,-1.0
720.0,5129.0,-1.0
105.0,1052.0,-1.0
660.0,4038.0,-1.0
22.0,1072.0,-1.0
311.0,2764.0,-1.0
845.0,5755.0,-1.0
13.0,1010.0,-1.0
550.0,3337.0,-1.0
478.0,3143.0,-1.0
548.0,3832.0,-1.0
279.0,1989.0,-1.0
235.0,1755.0,-1.0
905.0,6363.0,-1.0
215.0,1624.0,-1.0
753.0,5131.0,-1.0
291.0,2004.0,-1.0
165.0,1874.0,-1.0
611.0,4571.0,-1.0
496.0,3211.0,-1.0
807.0,5620.0,-1.0
883.0,5747.0,-1.0
335.0,2459.0,-1.0
234.0,2007.0,-1.0
889.0,5413.0,-1.0
255.0,2078.0,-1.0
868.0,5735.0,-1.0
927.0,6399.0,-1.0
537.0,3449.0,-1.0
975.0,5979.0,-1.0
730.0,5193.0,-1.0
578.0,3636.0,-1.0
222.0,2291.0,-1.0
69.0,614.0,-1.0
473.0,3761.0,-1.0
476.0,3756.0,-1.0
148.0,1054.0,-1.0
397.0,2598.0,-1.0
590.0,3619.0,-1.0
922.0,6438.0,-1.0
374.0,2322.0,-1.0
257.0,1785.0,-1.0
777.0,4719.0,-1.0
581.0,4239.0,-1.0
189.0,1312.0,-1.0
327.0,2363.0,-1.0
76.0,1431.0,-1.0
53.0,479.0,-1.0
519.0,4060.0,-1.0
111.0,1245.0,-1.0
143.0,1280.0,-1.0
371.0,2783.0,-1.0
242.0,1713.0,-1.0
372.0,3012.0,-1.0
64.0,388.0,-1.0
50.0,352.0,-1.0
638.0,4462.0,-1.0
352.0,2282.0,-1.0
405.0,3252.0,-1.0
70.0,674.0,-1.0
301.0,1900.0,-1.0
513.0,3781.0,-1.0
600.0,3636.0,-1.0
895.0,6234.0,-1.0
368.0,3194.0,-1.0
389.0,3222.0,-1.0
192.0,1249.0,-1.0
553.0,4084.0,-1.0
654.0,4289.0,-1.0
870.0,5716.0,-1.0
576.0,3995.0,-1.0
705.0,4918.0,-1.0
257.0,2080.0,-1.0
355.0,2753.0,-1.0
857.0,6038.0,-1.0
400.0,2554.0,-1.0
120.0,1540.0,-1.0
485.0,3208.0,-1.0
389.0,3165.0,-1.0
881.0,5795.0,-1.0
521.0,3587.0,-1.0
780.0,4750.0,-1.0
374.0,2540.0,-1.0
472.0,3421.0,-1.0
2.0,596.0,-1.0
849.0,5707.0,-1.0
270.0,2226.0,-1.0
506.0,3313.0,-1.0
684.0,4657.0,-1.0
62.0,835.0,-1.0
30.0,845.0,-1.0
512.0,3195.0,-1.0
272.0,2534.0,-1.0
267.0,1947.0,-1.0
585.0,3567.0,-1.0
155.0,1390.0,-1.0
54.0,373.0,-1.0
553.0,3543.0,-1.0
607.0,4398.0,-1.0
556.0,3514.0,-1.0
962.0,6186.0,-1.0
899.0,5875.0,-1.0
25.0,298.0,-1.0
677.0,4248.0,-1.0
848.0,5335.0,-1.0
744.0,4788.0,-1.0
411.0,2962.0,-1.0
75.0,1021.0,-1.0
451.0,3499.0,-1.0
940.0,6414.0,-1.0
738.0,4949.0,-1.0
824.0,5878.0,-1.0
934.0,6598.0,-1.0
425.0,2901.0,-1.0
856.0,5916.0,-1.0
28.0,922.0,-1.0
398.0,3302.0,-1.0
665.0,4438.0,-1.0
285.0,2352.0,-1.0
991.0,6869.0,-1.0
897.0,6274.0,-1.0
712.0,4522.0,-1.0
234.0,1602.0,-1.0
824.0,5878.0,-1.0
554.0,4044.0,-1.0
32.0,227.0,-1.0
578.0,3634.0,-1.0
976.0,6638.0,-1.0
498.0,3591.0,-1.0
905.0,5782.0,-1.0
801.0,5617.0,-1.0
279.0,1951.0,-1.0
319.0,2366.0,-1.0
904.0,5749.0,-1.0
797.0,5395.0,-1.0
492.0,3459.0,-1.0
813.0,5254.0,-1.0
368.0,2860.0,-1.0
566.0,3649.0,-1.0
33.0,582.0,-1.0
271.0,2164.0,-1.0
382.0,2291.0,-1.0
263.0,1579.0,-1.0
312.0,2443.0,-1.0
708.0,4936.0,-1.0
44.0,327.0,-1.0
661.0,4560.0,-1.0
296.0,2678.0,-1.0
847.0,5838.0,-1.0
206.0,1999.0,-1.0
602.0,4400.0,-1.0
360.0,2678.0,-1.0
294.0,1901.0,-1.0
708.0,4505.0,-1.0
985.0,6426.0,-1.0
227.0,1571.0,-1.0
416.0,3214.0,-1.0
450.0,3091.0,-1.0
584.0,3765.0,-1.0
697.0,4256.0,-1.0
646.0,3945.0,-1.0
884.0,5403.0,-1.0
440.0,2736.0,-1.0
644.0,4523.0,-1.0
176.0,1438.0,-1.0
372.0,2402.0,-1.0
304.0,2274.0,-1.0
696.0,4811.0,-1.0
407.0,2931.0,-1.0
504.0,3879.0,-1.0
307.0,2621.0,-1.0
645.0,4675.0,-1.0
273.0,2180.0,-1.0
73.0,455.0,-1.0
254.0,2328.0,-1.0
995.0,6852.0,-1.0
210.0,2199.0,-1.0
514.0,3291.0,-1.0
48.0,707.0,-1.0
345.0,2882.0,-1.0
36.0,786.0,-1.0
694.0,4696.0,-1.0
548.0,4093.0,-1.0
727.0,5163.0,-1.0
427.0,2703.0,-1.0
661.0,4183.0,-1.0
937.0,6584.0,-1.0
102.0,1392.0,-1.0
251.0,1832.0,-1.0
440.0,2944.0,-1.0
104.0,1394.0,-1.0
421.0,2951.0,-1.0
594.0,3980.0,-1.0
342.0,2255.0,-1.0
813.0,5503.0,-1.0
636.0,3986.0,-1.0
593.0,4271.0,-1.0
269.0,1818.0,-1.0
424.0,3200.0,-1.0
60.0,862.0,-1.0
77.0,1439.0,-1.0
743.0,5281.0,-1.0
254.0,1619.0,-1.0
451.0,3391.0,-1.0
680.0,4619.0,-1.0
327.0,2489.0,-1.0
135.0,1309.0,-1.0
940.0,5910.0,-1.0
998.0,6041.0,-1.0
954.0,6597.0,-1.0
757.0,5385.0,-1.0
43.0,1125.0,-1.0
490.0,3830.0,-1.0
252.0,1997.0,-1.0
598.0,4276.0,-1.0
841.0,5718.0,-1.0
780.0,5027.0,-1.0
334.0,2194.0,-1.0
844.0,5460.0,-1.0
325.0,2763.0,-1.0
68.0,929.0,-1.0
651.0,4800.0,-1.0
649.0,4010.0,-1.0
752.0,5112.0,-1.0
673.0,4321.0,-1.0
161.0,1517.0,-1.0
193.0,1934.0,-1.0
237.0,1991.0,-1.0
942.0,6101.0,-1.0
442.0,3388.0,-1.0
685.0,4738.0,-1.0
314.0,2057.0,-1.0
335.0,2962.0,-1.0
357.0,2617.0,-1.0
928.0,5942.0,-1.0
663.0,4914.0,-1.0
763.0,4716.0,-1.0
104.0,1514.0,-1.0
777.0,4741.0,-1.0
634.0,4504.0,-1.0
913.0,6400.0,-1.0
996.0,6781.0,-1.0
972.0,6545.0,-1.0
370.0,2973.0,-1.0
596.0,3843.0,-1.0
288.0,2455.0,-1.0
408.0,2955.0,-1.0
86.0,612.0,-1.0
611.0,4231.0,-1.0
295.0,2540.0,-1.0
84.0,612.0,-1.0
362.0,3097.0,-1.0
893.0,5684.0,-1.0
19.0,739.0,-1.0
66.0,451.0,-1.0
930.0,6483.0,-1.0
168.0,1215.0,-1.0
29.0,523.0,-1.0
987.0,5991.0,-1.0
27.0,384.0,-1.0
878.0,5663.0,-1.0
392.0,3281.0,-1.0
88.0,557.0,-1.0
255.0,2470.0,-1.0
633.0,3866.0,-1.0
521.0,4074.0,-1.0
91.0,1033.0,-1.0
671.0,4711.0,-1.0
760.0,5515.0,-1.0
546.0,3425.0,-1.0
699.0,4257.0,-1.0
706.0,4536.0,-1.0
385.0,2308.0,-1.0
424.0,2715.0,-1.0
821.0,5755.0,-1.0
977.0,6480.0,-1.0
841.0,6027.0,-1.0
439.0,2772.0,-1.0
14.0,768.0,-1.0
174.0,1912.0,-1.0
439.0,3527.0,-1.0
259.0,2388.0,-1.0
907.0,6111.0,-1.0
138.0,975.0,-1.0
10.0,991.0,-1.0
49.0,376.0,-1.0
819.0,4965.0,-1.0
849.0,6088.0,-1.0
319.0,2619.0,-1.0
313.0,2660.0,-1.0
397.0,3011.0,-1.0
82.0,848.0,-1.0
486.0,3758.0,-1.0
30.0,1075.0,-1.0
27.0,508.0,-1.0
193.0,1359.0,-1.0
459.0,3261.0,-1.0
706.0,4481.0,-1.0
15.0,494.0,-1.0
191.0,1819.0,-1.0
779.0,4829.0,-1.0
566.0,4200.0,-1.0
293.0,1857.0,-1.0
943.0,6349.0,-1.0
99.0,1228.0,-1.0
561.0,3578.0,-1.0
35.0,1091.0,-1.0
972.0,6219.0,-1.0
576.0,3711.0,-1.0
335.0,2523.0,-1.0
348.0,2817.0,-1.0
691.0,4983.0,-1.0
689.0,4513.0,-1.0
536.0,3430.0,-1.0
155.0,1327.0,-1.0
108.0,1115.0,-1.0
119.0,1498.0,-1.0
815.0,5749.0,-1.0
931.0,6170.0,-1.0
911.0,6153.0,-1.0
930.0,6110.0,-1.0
546.0,4007.0,-1.0
614.0,3874.0,-1.0
823.0,5666.0,-1.0
835.0,5489.0,-1.0
570.0,3614.0,-1.0
607.0,4163.0,-1.0
767.0,5530.0,-1.0
300.0,1956.0,-1.0
285.0,1712.0,-1.0
470.0,3458.0,-1.0
489.0,3701.0,-1.0
750.0,5426.0,-1.0
528.0,3895.0,-1.0
225.0,1447.0,-1.0
299.0,2221.0,-1.0
314.0,2082.0,-1.0
449.0,2947.0,-1.0
525.0,3660.0,-1.0
547.0,3476.0,-1.0
66.0,873.0,-1.0
107.0,1584.0,-1.0
728.0,4898.0,-1.0
771.0,4660.0,-1.0
441.0,2998.0,-1.0
16.0,428.0,-1.0
104.0,1336.0,-1.0
894.0,5968.0,-1.0
838.0,5687.0,-1.0
362.0,2987.0,-1.0
600.0,3898.0,-1.0
731.0,4861.0,-1.0
423.0,2809.0,-1.0
888.0,5620.0,-1.0
840.0,5714.0,-1.0
837.0,5695.0,-1.0
369.0,2723.0,-1.0
655.0,4811.0,-1.0
989.0,6333.0,-1.0
633.0,4730.0,-1.0
196.0,1391.0,-1.0
1.0,303.0,-1.0
926.0,5646.0,-1.0
40.0,733.0,-1.0
880.0,6053.0,-1.0
508.0,3667.0,-1.0
305.0,2666.0,-1.0
903.0,6152.0,-1.0
114.0,900.0,-1.0
938.0,6600.0,-1.0
261.0,2476.0,-1.0
856.0,6043.0,-1.0
284.0,2360.0,-1.0
110.0,1482.0,-1.0
776.0,4735.0,-1.0
240.0,1705.0,-1.0
246.0,2174.0,-1.0
753.0,5158.0,-1.0
406.0,3042.0,-1.0
596.0,4164.0,-1.0
670.0,4975.0,-1.0
500.0,3757.0,-1.0
670.0,4635.0,-1.0
334.0,2372.0,-1.0
206.0,1957.0,-1.0
456.0,3467.0,-1.0
977.0,6496.0,-1.0
825.0,5127.0,-1.0
367.0,2899.0,-1.0
591.0,3821.0,-1.0
314.0,2130.0,-1.0
324.0,2549.0,-1.0
333.0,2623.0,-1.0
780.0,4785.0,-1.0
816.0,5675.0,-1.0
368.0,3090.0,-1.0
769.0,4657.0,-1.0
346.0,2365.0,-1.0
195.0,2060.0,-1.0
768.0,4909.0,-1.0
293.0,2052.0,-1.0
650.0,4857.0,-1.0
251.0,1504.0,-1.0
716.0,4825.0,-1.0
211.0,1388.0,-1.0
278.0,2158.0,-1.0
442.0,3320.0,-1.0
50.0,720.0,-1.0
862.0,5839.0,-1.0
795.0,5198.0,-1.0
457.0,2939.0,-1.0
416.0,3186.0,-1.0
511.0,3548.0,-1.0
763.0,5142.0,-1.0
672.0,4304.0,-1.0
889.0,5602.0,-1.0
731.0,4477.0,-1.0
762.0,5448.0,-1.0
710.0,4686.0,-1.0
315.0,2034.0,-1.0
235.0,1571.0,-1.0
988.0,6823.0,-1.0
318.0,2014.0,-1.0
112.0,845.0,-1.0
547.0,3483.0,-1.0
794.0,4832.0,-1.0
888.0,6014.0,-1.0
133.0,1085.0,-1.0
509.0,3375.0,-1.0
568.0,4207.0,-1.0
251.0,2124.0,-1.0
451.0,3378.0,-1.0
349.0,2679.0,-1.0
300.0,2511.0,-1.0
395.0,2398.0,-1.0
160.0,1073.0,-1.0
722.0,5246.0,-1.0
495.0,3140.0,-1.0
975.0,6167.0,-1.0
303.0,2070.0,-1.0
867.0,5607.0,-1.0
588.0,3605.0,-1.0
922.0,5929.0,-1.0
896.0,6051.0,-1.0
630.0,4464.0,-1.0
550.0,3642.0,-1.0
768.0,5519.0,-1.0
540.0,3515.0,-1.0
84.0,1218.0,-1.0
181.0,1559.0,-1.0
971.0,6638.0,-1.0
764.0,4809.0,-1.0
169.0,1835.0,-1.0
190.0,1222.0,-1.0
278.0,2423.0,-1.0
399.0,2535.0,-1.0
16.0,638.0,-1.0
813.0,5040.0,-1.0
664.0,4718.0,-1.0
811.0,5488.0,-1.0
850.0,5609.0,-1.0
356.0,2299.0,-1.0
535.0,3529.0,-1.0
117.0,1417.0,-1.0
410.0,2464.0,-1.0
802.0,4915.0,-1.0
839.0,5491.0,-1.0
779.0,4921.0,-1.0
331.0,2699.0,-1.0
582.0,3825.0,-1.0
386.0,2961.0,-1.0
449.0,2697.0,-1.0
298.0,1942.0,-1.0
663.0,4192.0,-1.0
584.0,4067.0,-1.0
185.0,1753.0,-1.0
922.0,6071.0,-1.0
293.0,2213.0,-1.0
989.0,6081.0,-1.0
959.0,6629.0,-1.0
31.0,463.0,-1.0
497.0,3170.0,-1.0
71.0,783.0,-1.0
435.0,2957.0,-1.0
357.0,3099.0,-1.0
505.0,3239.0,-1.0
16.0,783.0,-1.0
387.0,2977.0,-1.0
48.0,1200.0,-1.0
537.0,3410.0,-1.0
336.0,2898.0,-1.0
693.0,4499.0,-1.0
959.0,5857.0,-1.0
473.0,2877.0,-1.0
948.0,6266.0,-1.0
544.0,3682.0,-1.0
860.0,5859.0,-1.0
816.0,5347.0,-1.0
870.0,5437.0,-1.0
4.0,995.0,-1.0
211.0,1936.0,-1.0
317.0,2588.0,-1.0
913.0,6210.0,-1.0
424.0,3034.0,-1.0
897.0,5635.0,-1.0
93.0,1280.0,-1.0
0.0,284.0,-1.0
669.0,4445.0,-1.0
921.0,5870.0,-1.0
856.0,5793.0,-1.0
326.0,2339.0,-1.0
531.0,3345.0,-1.0
607.0,3768.0,-1.0
770.0,5361.0,-1.0
894.0,5450.0,-1.0
117.0,840.0,-1.0
642.0,3876.0,-1.0
327.0,2562.0,-1.0
725.0,4524.0,-1.0
839.0,5607.0,-1.0
656.0,4815.0,-1.0
938.0,6162.0,-1.0
315.0,2186.0,-1.0
357.0,2345.0,-1.0
61.0,740.0,-1.0
646.0,4339.0,-1.0
976.0,6414.0,-1.0
786.0,4799.0,-1.0
199.0,1392.0,-1.0
218.0,1819.0,-1.0
819.0,5339.0,-1.0
987.0,6707.0,-1.0
658.0,4622.0,-1.0
406.0,2996.0,-1.0
651.0,3984.0,-1.0
326.0,2570.0,-1.0
350.0,2358.0,-1.0
787.0,5220.0,-1.0
270.0,2026.0,-1.0
384.0,2909.0,-1.0
550.0,3744.0,-1.0
539.0,3921.0,-1.0
615.0,4050.0,-1.0
564.0,4009.0,-1.0
578.0,4416.0,-1.0
410.0,2704.0,-1.0
716.0,5160.0,-1.0
963.0,5940.0,-1.0
29.0,180.0,-1.0
15.0,191.0,-1.0
86.0,1178.0,-1.0
991.0,6449.0,-1.0
968.0,6502.0,-1.0
873.0,6217.0,-1.0
889.0,5714.0,-1.0
857.0,5342.0,-1.0
721.0,4556.0,-1.0
345.0,2690.0,-1.0
427.0,3424.0,-1.0
149.0,1448.0,-1.0
920.0,5903.0,-1.0
809.0,5654.0,-1.0
360.0,2810.0,-1.0
471.0,3782.0,-1.0
428.0,3528.0,-1.0
827.0,5486.0,1.0
747.0,4492.0,1.0
522.0,3478.0,1.0
11.0,655.0,1.0
894.0,5863.0,1.0
302.0,2319.0,1.0
926.0,6458.0,1.0
185.0,1512.0,1.0
52.0,790.0,1.0
901.0,5415.0,1.0
526.0,3237.0,1.0
759.0,4671.0,1.0
423.0,2953.0,1.0
994.0,6618.0,1.0
409.0,2995.0,1.0
766.0,5304.0,1.0
329.0,2447.0,1.0
178.0,1115.0,1.0
546.0,3851.0,1.0
74.0,1414.0,1.0
818.0,5574.0,1.0
623.0,3814.0,1.0
122.0,950.0,1.0
314.0,2070.0,1.0
605.0,4250.0,1.0
962.0,6676.0,1.0
406.0,3112.0,1.0
834.0,5656.0,1.0
160.0,1033.0,1.0
559.0,4251.0,1.0
96.0,1485.0,1.0
548.0,3465.0,1.0
572.0,3569.0,1.0
532.0,3521.0,1.0
375.0,3239.0,1.0
485.0,3647.0,1.0
789.0,4986.0,1.0
513.0,3784.0,1.0
925.0,5979.0,1.0
506.0,3253.0,1.0
996.0,6836.0,1.0
228.0,1769.0,1.0
360.0,2568.0,1.0
343.0,2983.0,1.0
387.0,2361.0,1.0
709.0,4627.0,1.0
478.0,3677.0,1.0
269.0,2367.0,1.0
55.0,352.0,1.0
685.0,4829.0,1.0
